species	biosystem_ncbi_gene_id	gene_symbol	gene_description	type_of_gene
Mus musculus	20293	Ccl12	chemokine (C-C motif) ligand 12	protein-coding
Mus musculus	20295	Ccl17	chemokine (C-C motif) ligand 17	protein-coding
Mus musculus	20296	Ccl2	chemokine (C-C motif) ligand 2	protein-coding
Mus musculus	20297	Ccl20	chemokine (C-C motif) ligand 20	protein-coding
Mus musculus	20299	Ccl22	chemokine (C-C motif) ligand 22	protein-coding
Mus musculus	20300	Ccl25	chemokine (C-C motif) ligand 25	protein-coding
Mus musculus	20301	Ccl27a	chemokine (C-C motif) ligand 27A	protein-coding
Mus musculus	20302	Ccl3	chemokine (C-C motif) ligand 3	protein-coding
Mus musculus	20303	Ccl4	chemokine (C-C motif) ligand 4	protein-coding
Mus musculus	20304	Ccl5	chemokine (C-C motif) ligand 5	protein-coding
Mus musculus	20305	Ccl6	chemokine (C-C motif) ligand 6	protein-coding
Mus musculus	20306	Ccl7	chemokine (C-C motif) ligand 7	protein-coding
Mus musculus	20307	Ccl8	chemokine (C-C motif) ligand 8	protein-coding
Mus musculus	20308	Ccl9	chemokine (C-C motif) ligand 9	protein-coding
Mus musculus	20309	Cxcl15	chemokine (C-X-C motif) ligand 15	protein-coding
Mus musculus	20310	Cxcl2	chemokine (C-X-C motif) ligand 2	protein-coding
Mus musculus	20311	Cxcl5	chemokine (C-X-C motif) ligand 5	protein-coding
Mus musculus	20312	Cx3cl1	chemokine (C-X3-C motif) ligand 1	protein-coding
Mus musculus	20315	Cxcl12	chemokine (C-X-C motif) ligand 12	protein-coding
Mus musculus	20317	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	protein-coding
Mus musculus	20319	Sfrp2	secreted frizzled-related protein 2	protein-coding
Mus musculus	20322	Sord	sorbitol dehydrogenase	protein-coding
Mus musculus	20334	Sec23a	SEC23 homolog A, COPII coat complex component	protein-coding
Mus musculus	20335	Sec61g	SEC61, gamma subunit	protein-coding
Mus musculus	20336	Exoc4	exocyst complex component 4	protein-coding
Mus musculus	20338	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	protein-coding
Mus musculus	20362	Sept8	septin 8	protein-coding
Mus musculus	20375	Spi1	spleen focus forming virus (SFFV) proviral integration oncogene	protein-coding
Mus musculus	20377	Sfrp1	secreted frizzled-related protein 1	protein-coding
Mus musculus	20379	Sfrp4	secreted frizzled-related protein 4	protein-coding
Mus musculus	20382	Srsf2	serine/arginine-rich splicing factor 2	protein-coding
Mus musculus	20383	Srsf3	serine/arginine-rich splicing factor 3	protein-coding
Mus musculus	20384	Srsf5	serine/arginine-rich splicing factor 5	protein-coding
Mus musculus	20391	Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein)	protein-coding
Mus musculus	20397	Sgpl1	sphingosine phosphate lyase 1	protein-coding
Mus musculus	20399	Sh2b1	SH2B adaptor protein 1	protein-coding
Mus musculus	20400	Sh2d1a	SH2 domain containing 1A	protein-coding
Mus musculus	20404	Sh3gl2	SH3-domain GRB2-like 2	protein-coding
Mus musculus	20405	Sh3gl1	SH3-domain GRB2-like 1	protein-coding
Mus musculus	20408	Sh3gl3	SH3-domain GRB2-like 3	protein-coding
Mus musculus	20411	Sorbs1	sorbin and SH3 domain containing 1	protein-coding
Mus musculus	20418	Shc3	src homology 2 domain-containing transforming protein C3	protein-coding
Mus musculus	20422	Shfm1	split hand/foot malformation (ectrodactyly) type 1	protein-coding
Mus musculus	20423	Shh	sonic hedgehog	protein-coding
Mus musculus	20430	Cyfip1	cytoplasmic FMR1 interacting protein 1	protein-coding
Mus musculus	20437	Siah1a	seven in absentia 1A	protein-coding
Mus musculus	20438	Siah1b	seven in absentia 1B	protein-coding
Mus musculus	20440	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1	protein-coding
Mus musculus	20441	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	protein-coding
Mus musculus	20442	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding
Mus musculus	20443	St3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	protein-coding
Mus musculus	20444	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	protein-coding
Mus musculus	20445	St6galnac1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	protein-coding
Mus musculus	20447	St6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein-coding
Mus musculus	20448	St6galnac4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	protein-coding
Mus musculus	20449	St8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	protein-coding
Mus musculus	20454	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	protein-coding
Mus musculus	20463	Cox7a2l	cytochrome c oxidase subunit VIIa polypeptide 2-like	protein-coding
Mus musculus	20469	Sipa1	signal-induced proliferation associated gene 1	protein-coding
Mus musculus	20471	Six1	sine oculis-related homeobox 1	protein-coding
Mus musculus	20474	Six4	sine oculis-related homeobox 4	protein-coding
Mus musculus	20479	Vps4b	vacuolar protein sorting 4b (yeast)	protein-coding
Mus musculus	20482	Skil	SKI-like	protein-coding
Mus musculus	20493	Slc10a1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	protein-coding
Mus musculus	20494	Slc10a2	solute carrier family 10, member 2	protein-coding
Mus musculus	20496	Slc12a2	solute carrier family 12, member 2	protein-coding
Mus musculus	20502	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	protein-coding
Mus musculus	20508	Slc18a3	solute carrier family 18 (vesicular monoamine), member 3	protein-coding
Mus musculus	20510	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	protein-coding
Mus musculus	20511	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	protein-coding
Mus musculus	20512	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	protein-coding
Mus musculus	20513	Slc1a6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	protein-coding
Mus musculus	20514	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5	protein-coding
Mus musculus	20517	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	protein-coding
Mus musculus	20518	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	protein-coding
Mus musculus	20519	Slc22a3	solute carrier family 22 (organic cation transporter), member 3	protein-coding
Mus musculus	20520	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	protein-coding
Mus musculus	20524	Slc25a17	solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17	protein-coding
Mus musculus	20525	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	protein-coding
Mus musculus	20526	Slc2a2	solute carrier family 2 (facilitated glucose transporter), member 2	protein-coding
Mus musculus	20528	Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4	protein-coding
Mus musculus	20535	Slc4a2	solute carrier family 4 (anion exchanger), member 2	protein-coding
Mus musculus	20537	Slc5a1	solute carrier family 5 (sodium/glucose cotransporter), member 1	protein-coding
Mus musculus	20539	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	protein-coding
Mus musculus	20541	Slc8a1	solute carrier family 8 (sodium/calcium exchanger), member 1	protein-coding
Mus musculus	20544	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	protein-coding
Mus musculus	20583	Snai2	snail family zinc finger 2	protein-coding
Mus musculus	20595	Smn1	survival motor neuron 1	protein-coding
Mus musculus	20598	Smpd2	sphingomyelin phosphodiesterase 2, neutral	protein-coding
Mus musculus	20603	Sms	spermine synthase	protein-coding
Mus musculus	20605	Sstr1	somatostatin receptor 1	protein-coding
Mus musculus	20606	Sstr2	somatostatin receptor 2	protein-coding
Mus musculus	20608	Sstr4	somatostatin receptor 4	protein-coding
Mus musculus	20609	Sstr5	somatostatin receptor 5	protein-coding
Mus musculus	20610	Sumo3	small ubiquitin-like modifier 3	protein-coding
Mus musculus	20613	Snai1	snail family zinc finger 1	protein-coding
Mus musculus	20614	Snap25	synaptosomal-associated protein 25	protein-coding
Mus musculus	20617	Snca	synuclein, alpha	protein-coding
Mus musculus	20619	Snap23	synaptosomal-associated protein 23	protein-coding
Mus musculus	20620	Plk2	polo-like kinase 2	protein-coding
Mus musculus	20661	Sort1	sortilin 1	protein-coding
Mus musculus	20662	Sos1	son of sevenless homolog 1 (Drosophila)	protein-coding
Mus musculus	20663	Sos2	son of sevenless homolog 2 (Drosophila)	protein-coding
Mus musculus	20671	Sox17	SRY (sex determining region Y)-box 17	protein-coding
Mus musculus	20674	Sox2	SRY (sex determining region Y)-box 2	protein-coding
Mus musculus	20682	Sox9	SRY (sex determining region Y)-box 9	protein-coding
Mus musculus	20684	Sp100	nuclear antigen Sp100	protein-coding
Mus musculus	20690	Spam1	sperm adhesion molecule 1	protein-coding
Mus musculus	20698	Sphk1	sphingosine kinase 1	protein-coding
Mus musculus	20700	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A	protein-coding
Mus musculus	20701	Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B	protein-coding
Mus musculus	20702	Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C	protein-coding
Mus musculus	20703	Serpina1d	serine (or cysteine) peptidase inhibitor, clade A, member 1D	protein-coding
Mus musculus	20704	Serpina1e	serine (or cysteine) peptidase inhibitor, clade A, member 1E	protein-coding
Mus musculus	20706	Serpinb9b	serine (or cysteine) peptidase inhibitor, clade B, member 9b	protein-coding
Mus musculus	20707	Serpinb9c	serine (or cysteine) peptidase inhibitor, clade B, member 9c	protein-coding
Mus musculus	20708	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b	protein-coding
Mus musculus	20709	Serpinb9f	serine (or cysteine) peptidase inhibitor, clade B, member 9f	protein-coding
Mus musculus	20710	Serpinb9e	serine (or cysteine) peptidase inhibitor, clade B, member 9e	protein-coding
Mus musculus	20719	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a	protein-coding
Mus musculus	20723	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	protein-coding
Mus musculus	20724	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	protein-coding
Mus musculus	20726	Serpinb9d	serine (or cysteine) peptidase inhibitor, clade B, member 9d	protein-coding
Mus musculus	20732	Spint1	serine protease inhibitor, Kunitz type 1	protein-coding
Mus musculus	20737	Spn	sialophorin	protein-coding
Mus musculus	20742	Sptbn1	spectrin beta, non-erythrocytic 1	protein-coding
Mus musculus	20750	Spp1	secreted phosphoprotein 1	protein-coding
Mus musculus	20751	Spr	sepiapterin reductase	protein-coding
Mus musculus	20768	Sephs2	selenophosphate synthetase 2	protein-coding
Mus musculus	20773	Sptlc2	serine palmitoyltransferase, long chain base subunit 2	protein-coding
Mus musculus	20775	Sqle	squalene epoxidase	protein-coding
Mus musculus	20778	Scarb1	scavenger receptor class B, member 1	protein-coding
Mus musculus	20779	Src	Rous sarcoma oncogene	protein-coding
Mus musculus	20787	Srebf1	sterol regulatory element binding transcription factor 1	protein-coding
Mus musculus	20807	Srf	serum response factor	protein-coding
Mus musculus	20810	Srm	spermidine synthase	protein-coding
Mus musculus	20815	Srpk1	serine/arginine-rich protein specific kinase 1	protein-coding
Mus musculus	20832	Ssr4	signal sequence receptor, delta	protein-coding
Mus musculus	20842	Stag1	stromal antigen 1	protein-coding
Mus musculus	20843	Stag2	stromal antigen 2	protein-coding
Mus musculus	20845	Star	steroidogenic acute regulatory protein	protein-coding
Mus musculus	20846	Stat1	signal transducer and activator of transcription 1	protein-coding
Mus musculus	20847	Stat2	signal transducer and activator of transcription 2	protein-coding
Mus musculus	20849	Stat4	signal transducer and activator of transcription 4	protein-coding
Mus musculus	20852	Stat6	signal transducer and activator of transcription 6	protein-coding
Mus musculus	20859	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	protein-coding
Mus musculus	20866	Stim1	stromal interaction molecule 1	protein-coding
Mus musculus	20867	Stip1	stress-induced phosphoprotein 1	protein-coding
Mus musculus	20873	Plk4	polo-like kinase 4	protein-coding
Mus musculus	20874	Slk	STE20-like kinase	protein-coding
Mus musculus	20878	Aurka	aurora kinase A	protein-coding
Mus musculus	20890	Wnt8a	wingless-type MMTV integration site family, member 8A	protein-coding
Mus musculus	20892	Stra13	stimulated by retinoic acid 13	protein-coding
Mus musculus	20893	Bhlhe40	basic helix-loop-helix family, member e40	protein-coding
Mus musculus	20901	Strap	serine/threonine kinase receptor associated protein	protein-coding
Mus musculus	20916	Sucla2	succinate-Coenzyme A ligase, ADP-forming, beta subunit	protein-coding
Mus musculus	20917	Suclg2	succinate-Coenzyme A ligase, GDP-forming, beta subunit	protein-coding
Mus musculus	20918	Eif1	eukaryotic translation initiation factor 1	protein-coding
Mus musculus	20927	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	protein-coding
Mus musculus	20962	Sycp3	synaptonemal complex protein 3	protein-coding
Mus musculus	20963	Syk	spleen tyrosine kinase	protein-coding
Mus musculus	20969	Sdc1	syndecan 1	protein-coding
Mus musculus	20971	Sdc4	syndecan 4	protein-coding
Mus musculus	20975	Synj2	synaptojanin 2	protein-coding
Mus musculus	21335	Tacc3	transforming, acidic coiled-coil containing protein 3	protein-coding
Mus musculus	21336	Tacr1	tachykinin receptor 1	protein-coding
Mus musculus	21337	Tacr2	tachykinin receptor 2	protein-coding
Mus musculus	21338	Tacr3	tachykinin receptor 3	protein-coding
Mus musculus	21343	Taf6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein-coding
Mus musculus	21354	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	protein-coding
Mus musculus	21355	Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	protein-coding
Mus musculus	21386	Tbx3	T-box 3	protein-coding
Mus musculus	21390	Tbxa2r	thromboxane A2 receptor	protein-coding
Mus musculus	21391	Tbxas1	thromboxane A synthase 1, platelet	protein-coding
Mus musculus	21405	Hnf1a	HNF1 homeobox A	protein-coding
Mus musculus	21410	Hnf1b	HNF1 homeobox B	protein-coding
Mus musculus	21414	Tcf7	transcription factor 7, T cell specific	protein-coding
Mus musculus	21415	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	protein-coding
Mus musculus	21416	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	protein-coding
Mus musculus	21417	Zeb1	zinc finger E-box binding homeobox 1	protein-coding
Mus musculus	21428	Mlx	MAX-like protein X	protein-coding
Mus musculus	21432	Tcl1	T cell lymphoma breakpoint 1	protein-coding
Mus musculus	21665	Tdg	thymine DNA glycosylase	protein-coding
Mus musculus	21673	Dntt	deoxynucleotidyltransferase, terminal	protein-coding
Mus musculus	21681	Alyref	Aly/REF export factor	protein-coding
Mus musculus	21682	Tec	tec protein tyrosine kinase	protein-coding
Mus musculus	21687	Tek	endothelial-specific receptor tyrosine kinase	protein-coding
Mus musculus	21743	Inmt	indolethylamine N-methyltransferase	protein-coding
Mus musculus	21762	Psmd2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	protein-coding
Mus musculus	21770	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	protein-coding
Mus musculus	21780	Tfam	transcription factor A, mitochondrial	protein-coding
Mus musculus	21787	Tfg	Trk-fused gene	protein-coding
Mus musculus	21788	Tfpi	tissue factor pathway inhibitor	protein-coding
Mus musculus	21802	Tgfa	transforming growth factor alpha	protein-coding
Mus musculus	21808	Tgfb2	transforming growth factor, beta 2	protein-coding
Mus musculus	21809	Tgfb3	transforming growth factor, beta 3	protein-coding
Mus musculus	21812	Tgfbr1	transforming growth factor, beta receptor I	protein-coding
Mus musculus	21813	Tgfbr2	transforming growth factor, beta receptor II	protein-coding
Mus musculus	21815	Tgif1	TGFB-induced factor homeobox 1	protein-coding
Mus musculus	21817	Tgm2	transglutaminase 2, C polypeptide	protein-coding
Mus musculus	21819	Tg	thyroglobulin	protein-coding
Mus musculus	21823	Th	tyrosine hydroxylase	protein-coding
Mus musculus	21824	Thbd	thrombomodulin	protein-coding
Mus musculus	21825	Thbs1	thrombospondin 1	protein-coding
Mus musculus	21826	Thbs2	thrombospondin 2	protein-coding
Mus musculus	21827	Thbs3	thrombospondin 3	protein-coding
Mus musculus	21828	Thbs4	thrombospondin 4	protein-coding
Mus musculus	21832	Thpo	thrombopoietin	protein-coding
Mus musculus	21833	Thra	thyroid hormone receptor alpha	protein-coding
Mus musculus	21834	Thrb	thyroid hormone receptor beta	protein-coding
Mus musculus	21844	Tiam1	T cell lymphoma invasion and metastasis 1	protein-coding
Mus musculus	21857	Timp1	tissue inhibitor of metalloproteinase 1	protein-coding
Mus musculus	21859	Timp3	tissue inhibitor of metalloproteinase 3	protein-coding
Mus musculus	21871	Atp6v0a2	ATPase, H+ transporting, lysosomal V0 subunit A2	protein-coding
Mus musculus	21872	Tjp1	tight junction protein 1	protein-coding
Mus musculus	21873	Tjp2	tight junction protein 2	protein-coding
Mus musculus	21877	Tk1	thymidine kinase 1	protein-coding
Mus musculus	21881	Tkt	transketolase	protein-coding
Mus musculus	21894	Tln1	talin 1	protein-coding
Mus musculus	21897	Tlr1	toll-like receptor 1	protein-coding
Mus musculus	21898	Tlr4	toll-like receptor 4	protein-coding
Mus musculus	21899	Tlr6	toll-like receptor 6	protein-coding
Mus musculus	21908	Tlx1	T cell leukemia, homeobox 1	protein-coding
